Tracking Number,Reference Number(s),Status,Manifest Date,Shipper Name,Shipper City,Shipper State/Province,Shipper Country,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper Postal Code,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z30151R0343959245,654905,Delivered,7/14/2017,,MEMPHIS,TN,US,,ELGIN,TX,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DOOR,UPS will Deliver,3:39 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,20,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TUNYO ENTERPRISES,,HOWARD COFFMAN,PO BOX 1147,,,78621,,,,7/18/2017,3:39 PM,Prepaid,,654905,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,15.00 LBS
1Z30151R0343974406,3P363|00654774|3P363|00654774|10157121|MEM0000000940772,Delivered,7/14/2017,,MEMPHIS,TN,US,,CLAREMONT,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,OFFICE,UPS will Deliver,9:50 AM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,12,30,20,,3P363,654774,,10157121,MEM0000000940772,,,,,,NO,,UPS will Pick up,,,,PEREZ,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ARMSTRONG GARDEN CENTERS INC,,GIFT BUYER,,,,91711,,,,7/19/2017,9:50 AM,Prepaid,3P363,654774,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.10 LBS
1Z30151R0343975290,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925160,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,16,18,13,,WEB MYA 71017,654698,,100011478,MEM0000000925160,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0343987287,PHONE KERRY 7/13/17|00655188|PHONE KERRY 7/13/17|00655188|10158198|MEM0000000907269,Delivered,7/14/2017,,MEMPHIS,TN,US,,HUBBARD,OR,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,PORCH,UPS will Deliver,10:35 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/21/2017,By End Of Day,9,35,12,,PHONE KERRY 7/13/17,655188,,10158198,MEM0000000907269,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FRENCH PRAIRIE PERENNIALS,,KERRY NAYLOR,,,,97032,,,,7/21/2017,10:35 AM,Prepaid,PHONE KERRY 7/13/17,655188,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0343998515,1056-1221|00655177|1056-1221|00655177|10158167|MEM0000000940728,Delivered,7/14/2017,,MEMPHIS,TN,US,,ST JOSEPH,MI,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,INSIDE DELIV,UPS will Deliver,10:06 AM,,--,,NO,--,PLEASE SEE THE EXCEPTION RESOLUTION-EXCEPTION STATUS DESCR.,A GUARANTEED SERVICE REFUND HAS BEEN REQUESTED FOR THIS PACKAGE.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/18/2017,By End Of Day,9,12,12,,1056-1221,655177,,10158167,MEM0000000940728,,,,,,NO,,UPS will Pick up,,,,CRONK,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,LAKELAND MEDICAL CENTER,,PAMELA NAPER,1234 NAPIER AVE,,,49085,,,,7/26/2017,3:33 AM,Prepaid,1056-1221,655177,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,4.40 LBS
1Z30151R0344014969,654691,Delivered,7/14/2017,,MEMPHIS,TN,US,,VENICE,FL,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,FRONT DESK,UPS will Deliver,12:28 PM,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,23,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,BARAR,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,VENICE STATIONERS,,BARBARA GIBSON,,,,34285,,,,7/17/2017,12:28 PM,Prepaid,,654691,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0344043188,654691,Delivered,7/14/2017,,MEMPHIS,TN,US,,VENICE,FL,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,FRONT DESK,UPS will Deliver,12:28 PM,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,23,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,BARAR,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,VENICE STATIONERS,,BARBARA GIBSON,,,,34285,,,,7/17/2017,12:28 PM,Prepaid,,654691,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0344074181,FAX TODD 7/12/17|00655185|FAX TODD 7/12/17|00655185|10158201|MEM0000000907286,Delivered,7/14/2017,,MEMPHIS,TN,US,,VANCOUVER,WA,US,UPS Ground,7/21/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/21/2017,No Value,RECEIVER,UPS will Deliver,10:41 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/21/2017,By End Of Day,34,37,4,,FAX TODD 7/12/17,655185,,10158201,MEM0000000907286,,,,,,NO,,UPS will Pick up,,,,SAM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,BACKYARD BIRD SHOP,,DEBRAH & TODD KAPRAL,,,,98662,,,,7/21/2017,10:41 AM,Prepaid,FAX TODD 7/12/17,655185,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.50 LBS
1Z30151R0344094141,0,Delivered,7/14/2017,,MEMPHIS,TN,US,,LA VERGNE,TN,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,1718XA,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/14/2017,No Value,DOCK,UPS will Deliver,2:35 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/17/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,MARKS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,37086,,,,7/14/2017,2:35 PM,Third Party Billing,,,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.00 LBS
1Z30151R0344124297,654905,Delivered,7/14/2017,,MEMPHIS,TN,US,,ELGIN,TX,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DOOR,UPS will Deliver,3:39 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,20,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TUNYO ENTERPRISES,,HOWARD COFFMAN,PO BOX 1147,,,78621,,,,7/18/2017,3:39 PM,Prepaid,,654905,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,15.00 LBS
1Z30151R0344134106,75049|00655184|75049|00655184|10158160|MEM0000000907293,Delivered,7/14/2017,,MEMPHIS,TN,US,,HAMPTON BAYS,NY,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DESK,UPS will Deliver,1:05 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,28,26,5,,75049,655184,,10158160,MEM0000000907293,,,,,,NO,,UPS will Pick up,,,,FORTE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ARETT - HAMPTON NURSERY & LANDSCAPE,,ATTN: GIFT BUYER,,,,11946,,,,7/18/2017,1:05 PM,Prepaid,75049,655184,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.00 LBS
1Z30151R0344136711,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925162,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,15,21,15,,WEB MYA 71017,654698,,100011478,MEM0000000925162,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344147674,654905,Delivered,7/14/2017,,MEMPHIS,TN,US,,ELGIN,TX,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DOOR,UPS will Deliver,3:39 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,20,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TUNYO ENTERPRISES,,HOWARD COFFMAN,PO BOX 1147,,,78621,,,,7/18/2017,3:39 PM,Prepaid,,654905,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,15.00 LBS
1Z30151R0344149976,654691,Delivered,7/14/2017,,MEMPHIS,TN,US,,VENICE,FL,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,FRONT DESK,UPS will Deliver,12:28 PM,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,23,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,BARAR,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,VENICE STATIONERS,,BARBARA GIBSON,,,,34285,,,,7/17/2017,12:28 PM,Prepaid,,654691,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0344169847,WEB 71317 ROBERT|00655190|WEB 71317 ROBERT|00655190|100011542|MEM0000000925091,Delivered,7/14/2017,,MEMPHIS,TN,US,,BREWSTER,MA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,FRONT DESK,UPS will Deliver,11:44 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,12,,7/19/2017,By End Of Day,19,23,10,,WEB 71317 ROBERT,655190,,100011542,MEM0000000925091,,,,,,NO,,UPS will Pick up,,,,ERICA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,WOODWORKS GALLERY,,ROBERT MEIR,1081 MAIN ST,,,26311250,,,,7/19/2017,11:44 AM,Prepaid,WEB 71317 ROBERT,655190,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,24.60 LBS
1Z30151R0344191830,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925155,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,15,26,11,,WEB MYA 71017,654698,,100011478,MEM0000000925155,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.00 LBS
1Z30151R0344192179,3P364|00654775|3P364|00654775|10157123|MEM0000000940773,Delivered,7/14/2017,,MEMPHIS,TN,US,,TUSTIN,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,12:16 PM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/20/2017,By End Of Day,36,36,3,,3P364,654775,,10157123,MEM0000000940773,,,,,,NO,,UPS will Pick up,,,,VEGA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ARMSTRONG GARDEN CENTERS INC,,GIFT BUYER,,,,92780,,,,7/19/2017,12:16 PM,Prepaid,3P364,654775,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.50 LBS
1Z30151R0344200043,230-3608|00655182|230-3608|00655182|10158166|MEM0000000925083,Delivered,7/14/2017,,MEMPHIS,TN,US,,FRANKENMUTH,MI,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,RECEIVER,UPS will Deliver,11:19 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/18/2017,By End Of Day,,,,,230-3608,655182,,10158166,MEM0000000925083,,,,,,NO,,UPS will Pick up,,,,SAM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,3:00 PM,COVERED BRIDGE GIFT OME,,BOBBI JORUIZ,925 SOUTH MAIN ST #H1,,,48734,,,,7/18/2017,11:19 AM,Prepaid,230-3608,655182,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,13.60 LBS
1Z30151R0344230903,WEB MYA 71017|00654698|WEB MYA 71017|00654698|100011478|MEM0000000925161,Delivered,7/14/2017,,MEMPHIS,TN,US,,BOISE,ID,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,FRONT DESK,UPS will Deliver,9:30 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/20/2017,By End Of Day,11,31,11,,WEB MYA 71017,654698,,100011478,MEM0000000925161,,,,,,NO,,UPS will Pick up,,,,STEPH,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FARWEST LANDSCAPE,,MYA,,,,83703,,,,7/20/2017,9:30 AM,Prepaid,WEB MYA 71017,654698,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.00 LBS
1Z30151R0344261077,654691,Delivered,7/14/2017,,MEMPHIS,TN,US,,VENICE,FL,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,FRONT DESK,UPS will Deliver,12:28 PM,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,23,,7/18/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,BARAR,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,VENICE STATIONERS,,BARBARA GIBSON,,,,34285,,,,7/17/2017,12:28 PM,Prepaid,,654691,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344268356,3P368|00654793|3P368|00654793|10157127|MEM0000000907348,Delivered,7/14/2017,,MEMPHIS,TN,US,,GLENDALE,CA,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,OFFICE,UPS will Deliver,11:52 AM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/20/2017,By End Of Day,8,23,15,,3P368,654793,,10157127,MEM0000000907348,,,,,,NO,,UPS will Pick up,,,,SIG ON FILE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ARMSTRONG GARDEN CENTERS INC,,GIFT BUYER,,,,91202,,,,7/19/2017,11:52 AM,Prepaid,3P368,654793,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.30 LBS
1Z30151R0344273297,PHONE PEGGY 7/12/17|00654700|PHONE PEGGY 7/12/17|00654700|10158154|MEM0000000931709,Delivered,7/14/2017,,MEMPHIS,TN,US,,ROCKPORT,TX,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,RECEIVER,UPS will Deliver,11:50 AM,,--,,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,12,30,20,,PHONE PEGGY 7/12/17,654700,,10158154,MEM0000000931709,,,,,,NO,,UPS will Pick up,,,,HORTON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TEXAS BY DESIGN,,PEGGY THOMPSON,,,,78382,,,,7/17/2017,11:50 AM,Prepaid,PHONE PEGGY 7/12/17,654700,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,18.60 LBS
1Z30151R0344274545,213-4825|00655181|213-4825|00655181|10158165|MEM0000000907289,Delivered,7/14/2017,,MEMPHIS,TN,US,,ISLE,MN,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,GARAGE,UPS will Deliver,11:36 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/19/2017,By End Of Day,12,30,20,,213-4825,655181,,10158165,MEM0000000907289,,,,,,NO,,UPS will Pick up,,,,,YES,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TORCH LIGHT GARDEN,,GENICE ROGERS,,,,56342,,,,7/19/2017,11:36 AM,Prepaid,213-4825,655181,,,,,30151R,GREG WHITE,6005 FREEPORT AVE,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,14.90 LBS
